"SIRET","SIREN","Raison_sociale","Nom_usuel","Siege","Appartient_groupe","Nom_groupe","Date_creation","Drive_accole","Date_creation_drive","Drive_deporte","Code_NAF","Libelle_NAF","Adresse","Code_IRIS","Zone_etude","geometry"
"90272346900026","902723469",NA,"CARREFOUR EXPRESS",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2024-02-01",FALSE,NA,FALSE,"4711D","NAFRev2","47 Avenue DE CHARTREUSE, 38240, MEYLAN","382290302",TRUE,c(5.779063, 45.217944)
"50751360400029","507513604",NA,"UTILE",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2014-12-31",FALSE,NA,FALSE,"4711D","NAFRev2","8 Rue HOCHE, 38000, GRENOBLE","381850212",TRUE,c(5.727622, 45.185787)
"84287351500014","842873515",NA,"CARREFOUR CONTACT",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2018-10-23",FALSE,NA,FALSE,"4711D","NAFRev2","12 Rue ANDRE ARGOUGES, 38100, GRENOBLE","381850503",TRUE,c(5.744077, 45.178108)
"33489707100034","334897071",NA,"INTERMARCHE",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","1994-11-18",FALSE,NA,FALSE,"4711D","NAFRev2","13 Boulevard MARECHAL FOCH, 38000, GRENOBLE","381850402",TRUE,c(5.725383, 45.181061)
"42826802302370","428268023",NA,NA,FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2000-07-01",FALSE,NA,FALSE,"4711D","NAFRev2","26 Cours BERRIAT, 38000, GRENOBLE","381850203",TRUE,c(5.720884, 45.188211)
"98261290500017","982612905",NA,NA,TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2024-01-04",FALSE,NA,FALSE,"4711D","NAFRev2","18 Rue DE STRASBOURG, 38000, GRENOBLE","381850212",TRUE,c(5.73118, 45.186691)
"53311993900031","533119939",NA,"CARREFOUR CITY",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2018-09-14",FALSE,NA,FALSE,"4711D","NAFRev2","2 Avenue FELIX VIALLET, 38000, GRENOBLE","381850204",TRUE,c(5.724695, 45.191845)
"45132133502185","451321335",NA,"CARREFOUR",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2013-11-01",FALSE,NA,FALSE,"4711F","NAFRev2","1 Rue DES ABATTOIRS, 38120, SAINT-EGREVE","383820101",TRUE,c(5.665372, 45.239933)
"83888448400018","838884484",NA,"CARREFOUR EXPRESS",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2018-04-09",FALSE,NA,FALSE,"4711D","NAFRev2","66 Avenue DES MARTYRS, 38000, GRENOBLE","381850102",TRUE,c(5.70661, 45.20106)
"43499721900028","434997219",NA,NA,TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2005-10-01",FALSE,NA,FALSE,"4711D","NAFRev2","13 Avenue ALBERT 1ER DE BELGIQUE, 38000, GRENOBLE","381850404",TRUE,c(5.732278, 45.181677)
"32880337400011","328803374",NA,"INTERMARCHE",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","1983-11-16",FALSE,NA,FALSE,"4711D","NAFRev2","15 Route DE LYON, 38000, GRENOBLE","381850201",TRUE,c(5.718909, 45.195054)
"43397829300028","433978293",NA,NA,TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2002-05-14",FALSE,NA,FALSE,"4711D","NAFRev2","10 Rue EDOUARD VAILLANT, 38100, GRENOBLE","381850411",TRUE,c(5.728459, 45.17699)
"40098842400505","400988424",NA,"CARREFOUR CITY",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2024-07-15",FALSE,NA,FALSE,"4711D","NAFRev2","7 Square DES FUSILLES, 38000, GRENOBLE","381850301",TRUE,c(5.705034, 45.188029)
"41040901501228","410409015",NA,"AUCHAN SUPERMARCHE",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","1998-11-02",FALSE,NA,FALSE,"4711D","NAFRev2","112 Avenue JEAN PERROT, 38100, GRENOBLE","381850601",TRUE,c(5.739468, 45.170878)
"55208329701786","552083297",NA,"MONOPRIX",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2004-03-31",FALSE,NA,FALSE,"4711D","NAFRev2","3 Rue CHARLES LORY, 38000, GRENOBLE","381850303",TRUE,c(5.715065, 45.180842)
"41040901502747","410409015",NA,"AUCHAN SUPERMARCHE",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2002-09-25",FALSE,NA,FALSE,"4711D","NAFRev2","58 Boulevard MARECHAL FOCH, 38000, GRENOBLE","381850401",TRUE,c(5.719639, 45.180912)
"41040901503372","410409015",NA,"AUCHAN SUPERMARCHE",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2007-08-13",FALSE,NA,FALSE,"4711D","NAFRev2","10 Avenue MARIE REYNOARD, 38100, GRENOBLE","381850608",TRUE,c(5.728102, 45.166366)
"41040901501210","410409015",NA,"AUCHAN SUPERMARCHE",FALSE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","1998-11-02",FALSE,NA,FALSE,"4711D","NAFRev2","35 Rue DE STALINGRAD, 38100, GRENOBLE","381850408",TRUE,c(5.726445, 45.179486)
"88340923700012","883409237","UTILE","UTILE",TRUE,TRUE,"Commerce de détail en magasin non spécialisé à prédominance alimentaire","2020-05-14",FALSE,NA,FALSE,"4711D","NAFRev2","8 Rue HOCHE, 38000, GRENOBLE","381850212",TRUE,c(5.727622, 45.185787)
