type,siret
present_2025_not_old,75277038800011
present_2025_not_old,30097913500021
present_2025_not_old,34906491500029
present_2025_not_old,85273005000014
present_2025_not_old,30330426500018
present_2025_not_old,51307308001848
present_2025_not_old,30808659400071
present_2025_not_old,06042643400019
present_2025_not_old,35600011736184
present_2025_not_old,77509993000015
present_2025_not_old,75280208200012
present_2025_not_old,30098490300017
present_2025_not_old,43987403300038
present_2025_not_old,78552018000049
present_2025_not_old,30331419900017
present_2025_not_old,51307308001517
present_2025_not_old,30809638700011
present_2025_not_old,06072791400016
present_2025_not_old,35600011729981
present_2025_not_old,77511269100016
present_2025_not_old,75280688500014
present_2025_not_old,30099312800010
present_2025_not_old,92860063400010
present_2025_not_old,26350036500014
present_2025_not_old,30333159900025
present_2025_not_old,51307308005013
present_2025_not_old,30810384500027
present_2025_not_old,06073962000015
present_2025_not_old,35600011717838
present_2025_not_old,77513163400013
present_2025_not_old,75281802100012
present_2025_not_old,30100058400013
present_2025_not_old,45153914200013
present_2025_not_old,90221374300013
present_2025_not_old,30333376900014
present_2025_not_old,51307308000378
present_2025_not_old,30811718300035
present_2025_not_old,06074361400012
present_2025_not_old,35600011716616
present_2025_not_old,77513499200012
present_2025_not_old,75283280800022
present_2025_not_old,30100224200032
present_2025_not_old,51241481400016
present_2025_not_old,38039371000021
present_2025_not_old,30334073100015
present_2025_not_old,51307308007076
present_2025_not_old,30812455100018
present_2025_not_old,06080647800016
present_2025_not_old,35600011715238
present_2025_not_old,77513685600017
present_2025_not_old,75283908400023
present_2025_not_old,30101999800048
present_2025_not_old,42313293500051
present_2025_not_old,91072387300022
present_2025_not_old,30335556400012
present_2025_not_old,51307308002945
present_2025_not_old,30812982400022
present_2025_not_old,06110055800016
present_2025_not_old,35600011712631
present_2025_not_old,77513873800015
present_2025_not_old,75284103100012
present_2025_not_old,30102520100015
present_2025_not_old,81497323600015
present_2025_not_old,85150317700012
present_2025_not_old,30336051500017
present_2025_not_old,51307308002218
present_2025_not_old,30813690200050
present_2025_not_old,06110875900012
present_2025_not_old,35600011709215
present_2025_not_old,77514219300017
present_2025_not_old,75284152800017
present_2025_not_old,30102934400043
present_2025_not_old,45403794600026
present_2025_not_old,43837310200021
present_2025_not_old,30336330300023
present_2025_not_old,51307308005641
present_2025_not_old,30815265100011
present_2025_not_old,06140580900015
present_2025_not_old,35600011704828
present_2025_not_old,77515265500012
present_2025_not_old,75284320100019
present_2025_not_old,30103315500021
present_2025_not_old,83086441900015
present_2025_not_old,90138506200012
present_2025_not_old,30336375800010
present_2025_not_old,51307308002614
present_2025_not_old,30816279100013
present_2025_not_old,06150005400012
present_2025_not_old,35600011703150
present_2025_not_old,77517038400017
present_2025_not_old,75285143600010
present_2025_not_old,30104110900028
present_2025_not_old,42421461700013
present_2025_not_old,92866867200027
present_2025_not_old,30336964900072
present_2025_not_old,51307308005351
present_2025_not_old,30817948000014
present_2025_not_old,06171456400012
present_2025_not_old,35600011736150
present_2025_not_old,77517159800011
present_2025_not_old,75285776300011
present_2025_not_old,30105595000044
present_2025_not_old,42860843400018
present_2025_not_old,93269225400018
present_2025_not_old,30337468000013
present_2025_not_old,51307308004735
present_2025_not_old,30818029800017
present_2025_not_old,06172707900016
present_2025_not_old,35600011736218
present_2025_not_old,77517463400011
present_2025_not_old,75285780500010
present_2025_not_old,30105935800020
present_2025_not_old,79267762700012
present_2025_not_old,53491535000035
present_2025_not_old,30337576000012
present_2025_not_old,51307308006276
present_2025_not_old,30819417400055
present_2025_not_old,06172909100019
present_2025_not_old,35600011735863
present_2025_not_old,77517655500016
present_2025_not_old,75287055000015
present_2025_not_old,30107329200015
present_2025_not_old,85010040500016
present_2025_not_old,82506192200027
present_2025_not_old,30338176800025
present_2025_not_old,51307308001889
present_2025_not_old,30820543400027
present_2025_not_old,06172918200016
present_2025_not_old,35600011731037
present_2025_not_old,77518134000016
present_2025_not_old,75287203600021
present_2025_not_old,30108312700037
present_2025_not_old,79402500700012
present_2025_not_old,33021428900036
present_2025_not_old,30338234500021
present_2025_not_old,33511848500010
present_2025_not_old,30820925300019
present_2025_not_old,06173039600019
present_2025_not_old,35600011728751
present_2025_not_old,77519634800012
present_2025_not_old,75287710000012
present_2025_not_old,30109017100010
present_2025_not_old,35176563100020
present_2025_not_old,72184012200023
present_2025_not_old,30338708800014
present_2025_not_old,83297052900018
present_2025_not_old,30821095400035
present_2025_not_old,06180284900010
present_2025_not_old,35600011722804
present_2025_not_old,77519823700031
present_2025_not_old,75288489000019
present_2025_not_old,30112654600011
present_2025_not_old,83237100900032
present_2025_not_old,81916620800010
present_2025_not_old,30339231000015
present_2025_not_old,48168327400031
present_2025_not_old,30821938500033
present_2025_not_old,06180565100017
present_2025_not_old,35600011717754
present_2025_not_old,77519925000025
present_2025_not_old,75289588800028
present_2025_not_old,30112807000010
present_2025_not_old,92384269400013
present_2025_not_old,50000149000027
present_2025_not_old,30341554100042
present_2025_not_old,40185350200011
present_2025_not_old,30824885500030
present_2025_not_old,06210254600017
present_2025_not_old,35600011715659
present_2025_not_old,77520123900032
present_2025_not_old,75290576000019
present_2025_not_old,30112999500025
present_2025_not_old,92307064300021
present_2025_not_old,43065771800010
present_2025_not_old,30342350300018
present_2025_not_old,85089189600019
present_2025_not_old,30825756700013
present_2025_not_old,06240458700016
present_2025_not_old,35600011734338
present_2025_not_old,77523204400013
present_2025_not_old,75291528000016
present_2025_not_old,30113146200022
present_2025_not_old,94959508600016
present_2025_not_old,42996213700106
present_2025_not_old,30342356000026
present_2025_not_old,42067857500028
present_2025_not_old,30826449800020
present_2025_not_old,06270655100017
present_2025_not_old,35600011733348
present_2025_not_old,77524615000012
present_2025_not_old,75293548600015
present_2025_not_old,30113691700012
present_2025_not_old,37901883100014
present_2025_not_old,43770667400011
present_2025_not_old,30343113400012
present_2025_not_old,35362399400012
present_2025_not_old,30828908100017
present_2025_not_old,06280486900014
present_2025_not_old,35600011732985
present_2025_not_old,77525490700014
present_2025_not_old,75293761500017
present_2025_not_old,30114334300012
present_2025_not_old,51151061200068
present_2025_not_old,92166908100025
present_2025_not_old,30344993800032
present_2025_not_old,30903440300019
present_2025_not_old,30829040200012
present_2025_not_old,06320074500063
present_2025_not_old,35600011731482
present_2025_not_old,77525992200018
present_2025_not_old,75293998300017
present_2025_not_old,30115282300011
present_2025_not_old,41215490800021
present_2025_not_old,85168970300011
present_2025_not_old,30345484700052
present_2025_not_old,32104257400012
present_2025_not_old,30830234800013
present_2025_not_old,06320103200024
present_2025_not_old,35600011729049
present_2025_not_old,77526380900011
present_2025_not_old,75296851100010
present_2025_not_old,30116273100048
present_2025_not_old,89753628000026
present_2025_not_old,94213812400014
present_2025_not_old,30345504200026
present_2025_not_old,34766468200015
present_2025_not_old,30832291600013
present_2025_not_old,06320103200040
present_2025_not_old,35600011726144
present_2025_not_old,77526496300015
present_2025_not_old,75297670400011
present_2025_not_old,30117134400015
present_2025_not_old,35082116100022
present_2025_not_old,80083192700010
present_2025_not_old,30346326900033
present_2025_not_old,83502173400040
present_2025_not_old,30832667700025
present_2025_not_old,06371295400013
present_2025_not_old,35600011722341
present_2025_not_old,77528089400012
present_2025_not_old,75297987200013
present_2025_not_old,30121672700026
present_2025_not_old,98359668500013
present_2025_not_old,43510420300029
present_2025_not_old,30346894600015
present_2025_not_old,98778070700012
present_2025_not_old,30839562300017
present_2025_not_old,06410731100017
present_2025_not_old,35600011721715
present_2025_not_old,77528406000016
present_2025_not_old,75298025000019
present_2025_not_old,30121750100024
present_2025_not_old,47976701400026
present_2025_not_old,41043659600010
present_2025_not_old,30347606300027
present_2025_not_old,80492530300013
present_2025_not_old,30847141600013
present_2025_not_old,06440022900015
present_2025_not_old,35600011717507
present_2025_not_old,77529373100011
present_2025_not_old,75298173800012
present_2025_not_old,30122252700014
present_2025_not_old,49459313000011
present_2025_not_old,32405690200012
present_2025_not_old,30347703800606
present_2025_not_old,92897963200017
present_2025_not_old,30847165500016
present_2025_not_old,06440170600011
present_2025_not_old,35600011717341
present_2025_not_old,77531657300028
present_2025_not_old,75300577600012
present_2025_not_old,30123459700013
present_2025_not_old,34536010100066
present_2025_not_old,93062018200012
present_2025_not_old,30347703802008
present_2025_not_old,31975603700010
present_2025_not_old,30847572200010
present_2025_not_old,06450286700019
present_2025_not_old,35600011710122
present_2025_not_old,77531874400015
present_2025_not_old,75300849900018
present_2025_not_old,30124499200014
present_2025_not_old,43517974200018
present_2025_not_old,20003409800042
present_2025_not_old,30347703801950
present_2025_not_old,99092403700015
present_2025_not_old,30847926000017
present_2025_not_old,06510465500017
present_2025_not_old,35600011702145
present_2025_not_old,77532103700019
present_2025_not_old,75303147500019
present_2025_not_old,30124905800019
present_2025_not_old,53910425700032
present_2025_not_old,53507122900020
present_2025_not_old,30347703801331
present_2025_not_old,34510259400032
present_2025_not_old,30852359600028
present_2025_not_old,06520100600015
present_2025_not_old,35600011711534
present_2025_not_old,77533987200019
present_2025_not_old,75303321600015
present_2025_not_old,30124964500013
present_2025_not_old,31808180900010
present_2025_not_old,79494842200025
present_2025_not_old,30347703801398
present_2025_not_old,80537649800012
present_2025_not_old,30852630000014
present_2025_not_old,06550270000019
present_2025_not_old,35600011735939
present_2025_not_old,77534472400023
present_2025_not_old,75305327100015
present_2025_not_old,30126252300022
present_2025_not_old,88801926200011
present_2025_not_old,32240970700039
present_2025_not_old,30349256500039
present_2025_not_old,92070698300011
present_2025_not_old,30854899900025
present_2025_not_old,06580240700018
present_2025_not_old,35600011732613
present_2025_not_old,77535312100012
present_2025_not_old,75307836900018
present_2025_not_old,30128633200020
present_2025_not_old,90086968600023
present_2025_not_old,53100009900014
present_2025_not_old,30349300100034
present_2025_not_old,93820418700018
present_2025_not_old,30855279300017
present_2025_not_old,06580416300015
present_2025_not_old,35600011723216
present_2025_not_old,77536004300019
present_2025_not_old,75307905200019
present_2025_not_old,30129433600039
present_2025_not_old,44951047800067
present_2025_not_old,41100533300041
present_2025_not_old,30350184500042
present_2025_not_old,98997244300018
present_2025_not_old,30855319700028
present_2025_not_old,06630744800010
present_2025_not_old,35600011722564
present_2025_not_old,77536246000013
present_2025_not_old,75308202300023
present_2025_not_old,30129433600062
present_2025_not_old,48372542000010
present_2025_not_old,41100533300033
present_2025_not_old,30351107500028
present_2025_not_old,89839481200017
present_2025_not_old,30855908700017
present_2025_not_old,06630975800010
present_2025_not_old,35600011719859
present_2025_not_old,77536678400012
present_2025_not_old,75308313800028
present_2025_not_old,30132637700019
present_2025_not_old,43374492700016
present_2025_not_old,21640376600019
present_2025_not_old,30351293300126
present_2025_not_old,83345215400010
present_2025_not_old,30856780900014
present_2025_not_old,06650115600013
present_2025_not_old,35600011716525
present_2025_not_old,77538398700028
present_2025_not_old,75308341900014
present_2025_not_old,30133143500018
present_2025_not_old,40258284500036
present_2025_not_old,84160642900022
present_2025_not_old,30351787400010
present_2025_not_old,83807597600012
present_2025_not_old,30857152000045
present_2025_not_old,06671746300021
present_2025_not_old,35600011712649
present_2025_not_old,77540756200013
present_2025_not_old,75310299500010
present_2025_not_old,30133248200043
present_2025_not_old,75383713700029
present_2025_not_old,43769895400025
present_2025_not_old,30351968000027
present_2025_not_old,39840258600018
present_2025_not_old,30858319400011
present_2025_not_old,06671934500010
present_2025_not_old,35600011710486
present_2025_not_old,77541634000013
present_2025_not_old,75310908100012
present_2025_not_old,30133440500018
present_2025_not_old,49489715000012
present_2025_not_old,50472661300012
present_2025_not_old,30352219700019
present_2025_not_old,49758979600026
present_2025_not_old,30860089900014
present_2025_not_old,06671964200010
present_2025_not_old,35600011705320
present_2025_not_old,77541969000018
present_2025_not_old,75311044400019
present_2025_not_old,30137630700023
present_2025_not_old,42524893700020
present_2025_not_old,93175907000010
present_2025_not_old,30353341800032
present_2025_not_old,89291085200011
present_2025_not_old,30860287900055
present_2025_not_old,06680079800028
present_2025_not_old,35600011700149
present_2025_not_old,77543823700015
present_2025_not_old,75311805800019
present_2025_not_old,30138183600032
present_2025_not_old,32256537500035
present_2025_not_old,49235663900020
present_2025_not_old,30353731000045
present_2025_not_old,83914232000010
present_2025_not_old,30860287900063
present_2025_not_old,06680118400012
present_2025_not_old,35600011735020
present_2025_not_old,77543969800017
present_2025_not_old,75312769500058
present_2025_not_old,30138404600019
present_2025_not_old,94020395300010
present_2025_not_old,39949225500019
present_2025_not_old,30353949800012
present_2025_not_old,90520692600016
present_2025_not_old,30860597100024
present_2025_not_old,06710001600012
present_2025_not_old,35600011730559
present_2025_not_old,77545756700011
present_2025_not_old,75313514400016
present_2025_not_old,30139082900036
present_2025_not_old,81950125500015
present_2025_not_old,94000427800013
present_2025_not_old,30356803400019
present_2025_not_old,31375221400012
present_2025_not_old,30861126800068
present_2025_not_old,06710566800015
present_2025_not_old,35600011729999
present_2025_not_old,77549468500032
present_2025_not_old,75313623300016
present_2025_not_old,30139167800010
present_2025_not_old,81950125500023
present_2025_not_old,88108606000012
present_2025_not_old,30357668000043
present_2025_not_old,94452649000015
present_2025_not_old,30861954300017
present_2025_not_old,06710611200013
present_2025_not_old,35600011714371
present_2025_not_old,77550012700011
present_2025_not_old,75313777700029
present_2025_not_old,30140852200029
present_2025_not_old,80033021900018
present_2025_not_old,81125757500019
present_2025_not_old,30359542500016
present_2025_not_old,82939692800014
present_2025_not_old,30863549900012
present_2025_not_old,06772084700010
present_2025_not_old,35600011709777
present_2025_not_old,77550520900012
present_2025_not_old,75314807100016
present_2025_not_old,30140997500010
present_2025_not_old,33101397900017
present_2025_not_old,75028537100027
present_2025_not_old,30362205400045
present_2025_not_old,51364858400011
present_2025_not_old,30865151200011
present_2025_not_old,06810547700019
present_2025_not_old,35600011703291
present_2025_not_old,77550696700022
present_2025_not_old,75314915200013
present_2025_not_old,30142803300023
present_2025_not_old,53315234400016
present_2025_not_old,53913441100013
present_2025_not_old,30362884600014
present_2025_not_old,75052120500013
present_2025_not_old,30865597600022
present_2025_not_old,06840257700016
present_2025_not_old,35600011703143
present_2025_not_old,77551818600025
present_2025_not_old,75315017600190
present_2025_not_old,30143573100015
present_2025_not_old,83442645400015
present_2025_not_old,81994826600021
present_2025_not_old,30362951300043
present_2025_not_old,81454508300010
present_2025_not_old,30865817800014
present_2025_not_old,06840601600011
present_2025_not_old,35600011721574
present_2025_not_old,77553119700017
present_2025_not_old,75315017600281
present_2025_not_old,30143725700019
present_2025_not_old,93842415700015
present_2025_not_old,42452473400037
present_2025_not_old,30365291100056
present_2025_not_old,35135872600013
present_2025_not_old,30865893900027
present_2025_not_old,06850257400012
present_2025_not_old,35600011716160
present_2025_not_old,77553561000015
present_2025_not_old,75315017600141
present_2025_not_old,30144617500020
present_2025_not_old,83942624400019
present_2025_not_old,82366917100014
present_2025_not_old,30366875000050
present_2025_not_old,38391343100011
present_2025_not_old,30867048800037
present_2025_not_old,06871194400014
present_2025_not_old,35600011715782
present_2025_not_old,77553808500017
present_2025_not_old,75315017600125
present_2025_not_old,30144964100028
present_2025_not_old,89246965100012
present_2025_not_old,43044573400022
present_2025_not_old,30366897400015
present_2025_not_old,89031685400011
present_2025_not_old,30867327600017
present_2025_not_old,06880217200012
present_2025_not_old,35600011712912
present_2025_not_old,77556082400051
present_2025_not_old,75315017600091
present_2025_not_old,30146689200025
present_2025_not_old,81025941600016
present_2025_not_old,99214882500019
present_2025_not_old,30367079800030
present_2025_not_old,82411753500016
present_2025_not_old,30867914100025
present_2025_not_old,06910313300018
present_2025_not_old,35600011711393
present_2025_not_old,77557123500032
present_2025_not_old,75315017600018
present_2025_not_old,30147117300023
present_2025_not_old,80343441400014
present_2025_not_old,83475292500018
present_2025_not_old,30368376700014
present_2025_not_old,80762387100017
present_2025_not_old,30867936400023
present_2025_not_old,06940034900010
present_2025_not_old,35600011706211
present_2025_not_old,77557466800015
present_2025_not_old,75315017600117
present_2025_not_old,30147766700010
present_2025_not_old,95400471900017
present_2025_not_old,41383908500037
present_2025_not_old,30369260200012
present_2025_not_old,39300831300016
present_2025_not_old,30869536000021
present_2025_not_old,06970112600018
present_2025_not_old,35600011706013
present_2025_not_old,77558387500049
present_2025_not_old,75315656100015
present_2025_not_old,30150489000015
present_2025_not_old,43942203100013
present_2025_not_old,44011608500018
present_2025_not_old,30371840700016
present_2025_not_old,85135609700028
present_2025_not_old,30869956000055
present_2025_not_old,06980186800014
present_2025_not_old,35600011703671
present_2025_not_old,77558462600029
present_2025_not_old,75316228800017
present_2025_not_old,30151578900016
present_2025_not_old,51406215700011
present_2025_not_old,44805319900023
present_2025_not_old,30373473500010
present_2025_not_old,92826912500011
present_2025_not_old,30870097000012
present_2025_not_old,06980335100035
present_2025_not_old,35600011701923
present_2025_not_old,77560066100018
present_2025_not_old,75317903500021
present_2025_not_old,30152272800015
present_2025_not_old,98231991500012
present_2025_not_old,83901522900017
present_2025_not_old,30374915400033
present_2025_not_old,41330818000020
present_2025_not_old,30870108500018
present_2025_not_old,06990009000015
present_2025_not_old,35600011700289
present_2025_not_old,77560066100067
present_2025_not_old,75318122100015
present_2025_not_old,30152978000019
present_2025_not_old,51304820700015
present_2025_not_old,88261385400018
present_2025_not_old,30375031900020
present_2025_not_old,81229063300013
present_2025_not_old,30870633200019
present_2025_not_old,07010252000015
present_2025_not_old,35600011736697
present_2025_not_old,77560798900016
present_2025_not_old,75318374800023
present_2025_not_old,30153498800011
present_2025_not_old,87929013800012
present_2025_not_old,19240121400015
present_2025_not_old,30375576300016
present_2025_not_old,91787221000013
present_2025_not_old,30870986400018
present_2025_not_old,07020032400013
present_2025_not_old,35600011727506
present_2025_not_old,77562314300010
present_2025_not_old,75318803600010
present_2025_not_old,30154255100017
present_2025_not_old,90202372000011
present_2025_not_old,52110624500017
present_2025_not_old,30376491400022
present_2025_not_old,51833746400011
present_2025_not_old,30871641400013
present_2025_not_old,07020149600034
present_2025_not_old,35600011719461
present_2025_not_old,77563200300015
present_2025_not_old,75319340800014
present_2025_not_old,30154541400023
present_2025_not_old,39835956200012
present_2025_not_old,92766330200010
present_2025_not_old,30376924400086
present_2025_not_old,89257493000012
present_2025_not_old,30873370800017
present_2025_not_old,07040345600018
present_2025_not_old,35600011718067
present_2025_not_old,77564232500010
present_2025_not_old,75320009600018
present_2025_not_old,30155060400013
present_2025_not_old,44259421400011
present_2025_not_old,97761464300012
present_2025_not_old,30377717100057
present_2025_not_old,82530166600012
present_2025_not_old,30873815200013
present_2025_not_old,07040413200014
present_2025_not_old,35600011714868
present_2025_not_old,77565143300028
present_2025_not_old,75321090500018
present_2025_not_old,30155349100012
present_2025_not_old,87893614500019
present_2025_not_old,43199450800015
present_2025_not_old,30378700600012
present_2025_not_old,38892271800035
present_2025_not_old,30874170100012
present_2025_not_old,07050034300010
present_2025_not_old,35600011711328
present_2025_not_old,77565201900057
present_2025_not_old,75321362800013
present_2025_not_old,30156958800017
present_2025_not_old,44068427200014
present_2025_not_old,42512483100040
present_2025_not_old,30379118000019
present_2025_not_old,78323027900011
present_2025_not_old,30874357400011
present_2025_not_old,07070329300012
present_2025_not_old,35600011708183
present_2025_not_old,77565758800049
present_2025_not_old,75322009400019
present_2025_not_old,30158762200012
present_2025_not_old,51053600600040
present_2025_not_old,38374990000049
present_2025_not_old,30379175000035
present_2025_not_old,84492621200011
present_2025_not_old,30874972000014
present_2025_not_old,07070711200010
present_2025_not_old,35600011701402
present_2025_not_old,77566815500101
present_2025_not_old,75322184500021
present_2025_not_old,30159395000035
present_2025_not_old,79742366200023
present_2025_not_old,92361742700011
present_2025_not_old,30380875200016
present_2025_not_old,75131826200019
present_2025_not_old,30875611300012
present_2025_not_old,07080063600014
present_2025_not_old,35600011737430
present_2025_not_old,77566815500119
present_2025_not_old,75323210700015
present_2025_not_old,30159783700022
present_2025_not_old,49855241300011
present_2025_not_old,45255969300026
present_2025_not_old,30380985900018
present_2025_not_old,34145224100076
present_2025_not_old,30879371000028
present_2025_not_old,07080407500037
present_2025_not_old,35600011736408
present_2025_not_old,77566869200137
present_2025_not_old,75323210700056
present_2025_not_old,30159815700024
present_2025_not_old,83528044700011
present_2025_not_old,45255969300042
present_2025_not_old,30381663100012
present_2025_not_old,42147249900019
present_2025_not_old,30880463200013
present_2025_not_old,07080431500037
present_2025_not_old,35600011714850
present_2025_not_old,77567375900020
present_2025_not_old,75325270900013
present_2025_not_old,30160541600025
present_2025_not_old,52245695300010
present_2025_not_old,82277638100011
present_2025_not_old,30382672100027
present_2025_not_old,40195406000026
present_2025_not_old,30881243700017
present_2025_not_old,07110446700015
present_2025_not_old,35600011714819
present_2025_not_old,77569988700029
present_2025_not_old,75325774000013
present_2025_not_old,30160877400016
present_2025_not_old,94383266700019
present_2025_not_old,93757825000014
present_2025_not_old,30383583900026
present_2025_not_old,35207861200012
present_2025_not_old,30881300500037
present_2025_not_old,07140552600014
present_2025_not_old,35600011714470
present_2025_not_old,77571417300058
present_2025_not_old,75325940700017
present_2025_not_old,30161293300012
present_2025_not_old,32445645800011
present_2025_not_old,39342783600019
present_2025_not_old,30383632400028
present_2025_not_old,88146415000013
present_2025_not_old,30882211300012
present_2025_not_old,07150249600012
present_2025_not_old,35600011713571
present_2025_not_old,77571417300082
present_2025_not_old,75325988600012
present_2025_not_old,30161649600016
present_2025_not_old,39456391000014
present_2025_not_old,84380366900012
present_2025_not_old,30384086200013
present_2025_not_old,93193343600012
present_2025_not_old,30882890400018
present_2025_not_old,07170863000018
present_2025_not_old,35600011709041
present_2025_not_old,77573037700014
present_2025_not_old,75328025400016
present_2025_not_old,30164930700057
present_2025_not_old,98738281900017
present_2025_not_old,88250719700029
present_2025_not_old,30384525900017
present_2025_not_old,83202572000018
present_2025_not_old,30884567600011
present_2025_not_old,07210034000016
present_2025_not_old,35600011704893
present_2025_not_old,77574454300056
present_2025_not_old,75328167400014
present_2025_not_old,30165000800016
present_2025_not_old,48151308300016
present_2025_not_old,34417976700019
present_2025_not_old,30384662000019
present_2025_not_old,91148874000018
present_2025_not_old,30886626800037
present_2025_not_old,07240424700040
present_2025_not_old,35600011703408
present_2025_not_old,77576710600013
present_2025_not_old,75328918000014
present_2025_not_old,30165148500015
present_2025_not_old,79230589800019
present_2025_not_old,34985233500018
present_2025_not_old,30385497000041
present_2025_not_old,92171057000018
present_2025_not_old,30887149000014
present_2025_not_old,07270845600016
present_2025_not_old,35600011702988
present_2025_not_old,77577099300019
present_2025_not_old,75330052400018
present_2025_not_old,30165616100017
present_2025_not_old,51163402400018
present_2025_not_old,50522670400011
present_2025_not_old,30386546300010
present_2025_not_old,87945445200019
present_2025_not_old,30888250500024
present_2025_not_old,07271356300012
present_2025_not_old,35600011736085
present_2025_not_old,77577438300019
present_2025_not_old,75330968100017
present_2025_not_old,30165721900012
present_2025_not_old,41326678400011
present_2025_not_old,77764642300015
present_2025_not_old,30386650300020
present_2025_not_old,52922107900948
present_2025_not_old,30888863500056
present_2025_not_old,07271744000019
present_2025_not_old,35600011721327
present_2025_not_old,77577458100018
present_2025_not_old,75332161100034
present_2025_not_old,30166503000047
present_2025_not_old,44152455000031
present_2025_not_old,89139316700012
present_2025_not_old,30388276500025
present_2025_not_old,52922107900401
present_2025_not_old,30889035900059
present_2025_not_old,07310178400012
present_2025_not_old,35600011716608
present_2025_not_old,77577639600019
present_2025_not_old,75333302000018
present_2025_not_old,30168003900031
present_2025_not_old,88006617000031
present_2025_not_old,98503979100019
present_2025_not_old,30389907400023
present_2025_not_old,52922107900377
present_2025_not_old,30889154800031
present_2025_not_old,07340024400015
present_2025_not_old,35600011705403
present_2025_not_old,77578219600023
present_2025_not_old,75333764100017
present_2025_not_old,30168074000018
present_2025_not_old,89938299800032
present_2025_not_old,88755568800019
present_2025_not_old,30392942600011
present_2025_not_old,52922107901334
present_2025_not_old,30890479600015
present_2025_not_old,07370513900019
present_2025_not_old,35600011701840
present_2025_not_old,77579784800014
present_2025_not_old,75334073600010
present_2025_not_old,30168188800014
present_2025_not_old,82503606400012
present_2025_not_old,37855754000036
present_2025_not_old,30393293300029
present_2025_not_old,52922107902258
present_2025_not_old,30891189000017
present_2025_not_old,07554729900018
present_2025_not_old,35600011707359
present_2025_not_old,77579923200019
present_2025_not_old,75335456200013
present_2025_not_old,30168997200018
present_2025_not_old,84526211200012
present_2025_not_old,53257354000020
present_2025_not_old,30393335200013
present_2025_not_old,52922107901037
present_2025_not_old,30892328300011
present_2025_not_old,07601360600017
present_2025_not_old,35600011737281
present_2025_not_old,77579962000015
present_2025_not_old,75337353900018
present_2025_not_old,30169293500010
present_2025_not_old,49997984700013
present_2025_not_old,95240248500017
present_2025_not_old,30394677600026
present_2025_not_old,52922107900989
present_2025_not_old,30892354900031
present_2025_not_old,07604086400019
present_2025_not_old,35600011736424
present_2025_not_old,77581072400044
present_2025_not_old,75338492400019
present_2025_not_old,30170957200020
present_2025_not_old,93844436100019
present_2025_not_old,83164829000029
present_2025_not_old,30394765900015
present_2025_not_old,52922107900203
present_2025_not_old,30893914900032
present_2025_not_old,07611363800019
present_2025_not_old,35600011735160
present_2025_not_old,77581194600018
present_2025_not_old,75339640700029
present_2025_not_old,30171004200013
present_2025_not_old,43063063200023
present_2025_not_old,80848097400019
present_2025_not_old,30395820100020
present_2025_not_old,52922107901193
present_2025_not_old,30894463600023
present_2025_not_old,07614377500013
present_2025_not_old,35600011734874
present_2025_not_old,77581381900023
present_2025_not_old,75340592700017
present_2025_not_old,30171671800046
present_2025_not_old,92025223600012
present_2025_not_old,39102717400039
present_2025_not_old,30397487700019
present_2025_not_old,52922107901482
present_2025_not_old,30894981700024
present_2025_not_old,07621132500014
present_2025_not_old,35600011730153
present_2025_not_old,77581818000025
present_2025_not_old,75340924200017
present_2025_not_old,30172706100014
present_2025_not_old,33158672700033
present_2025_not_old,87935860400012
present_2025_not_old,30398123700124
present_2025_not_old,52922107901052
present_2025_not_old,30895626700022
present_2025_not_old,07622071400026
present_2025_not_old,35600011728173
present_2025_not_old,77582161400010
present_2025_not_old,75340945700011
present_2025_not_old,30172998400015
present_2025_not_old,39308312600010
present_2025_not_old,88895256100015
present_2025_not_old,30398537800023
present_2025_not_old,52922107901268
present_2025_not_old,30896468300020
present_2025_not_old,07634258300010
present_2025_not_old,35600011724198
present_2025_not_old,77583806300011
present_2025_not_old,75341487900019
present_2025_not_old,30173085900016
present_2025_not_old,79893325500027
present_2025_not_old,75131426100023
present_2025_not_old,30398719200026
present_2025_not_old,52922107900039
present_2025_not_old,30896838700016
present_2025_not_old,07641151100017
present_2025_not_old,35600011719214
present_2025_not_old,77584083800020
present_2025_not_old,75341980300014
present_2025_not_old,30173121200025
present_2025_not_old,39343000400019
present_2025_not_old,75131426100015
present_2025_not_old,30398845500018
present_2025_not_old,52922107901441
present_2025_not_old,30897516800011
present_2025_not_old,07645007100014
present_2025_not_old,35600011701170
present_2025_not_old,77584243800019
present_2025_not_old,75343027100019
present_2025_not_old,30173630200037
present_2025_not_old,53101578200018
present_2025_not_old,40344516600016
present_2025_not_old,30400661200028
present_2025_not_old,52922107900997
present_2025_not_old,30897759400016
present_2025_not_old,07664138000019
present_2025_not_old,35600011735756
present_2025_not_old,77584552200017
present_2025_not_old,75343169100017
present_2025_not_old,30173630200060
present_2025_not_old,53948871800039
present_2025_not_old,49223173300014
present_2025_not_old,30400903800056
present_2025_not_old,52922107900716
present_2025_not_old,30900119600067
present_2025_not_old,07665018300015
present_2025_not_old,35600011733512
present_2025_not_old,77584572000017
present_2025_not_old,75343809200011
present_2025_not_old,30173982700030
present_2025_not_old,80336996600012
present_2025_not_old,88138409300012
present_2025_not_old,30403347500043
present_2025_not_old,52922107901730
present_2025_not_old,30902732400024
present_2025_not_old,07671315500018
present_2025_not_old,35600011733504
present_2025_not_old,77584933400013
present_2025_not_old,75344316700014
present_2025_not_old,30174025400018
present_2025_not_old,85292343200029
