n,valid,p_valid,score_min,score_q1,score_median,score_q3,score_max,avg_competition,median_dist_hyper,median_dist_super,share_with_hyper_1km,share_with_super_1km
94,30,0.3191489361702128,0.16484537395037993,0.33162003985299393,0.3754825654134579,0.43040421081204794,0.7617888258971859,4.113048679824246,4203.420728943783,499.0923276830558,0.06382978723404255,0.7446808510638298
